1/6/1972,0:00,Chetumal,Mexico,SAESA,Chetumel - Merida,Hawker Siddeley HS-748-230 Srs. 2A,Hawker Siddeley  Srs.,23,23,the aircraft crashed following a fire onboard while en route.,Passenger
1/7/1972,22:00,Sierra de Atalayasa,Spain,Iberia Airlines,Valencia - Ibiza,Sud-Aviation Caravelle VI-R,Sud-Aviation Caravelle VI-R,104,104,the aircraft crashed into hill while attempting to land. failure to maintain the minimum flight altitude during the final stages of the visual approach.,Passenger
1/18/1972,1:04,Chambers,United States,Kime Flying Service - Air Taxi,"Omaha, NE - Hot Springs, SD",Piper PA-23,Piper,3,3,"the pilot feathered the right engine for undetermined reasons, failed to maintain safe altitude and crashed into a telephone pole and wires.",Cargo/Service
1/21/1972,0:00,Adana,Turkey,Turkish Airlines (THY),Damascus - Ankara,MDonnell Douglas DC-9-32,MDonnell Douglas,8,1,"after diverting to adana because of pressurization problems, the aircraft hit the ground downwind on the second approach and caught fire.",Passenger
1/21/1972,0:00,Funza,Colombia,Lineas Aéreas la Urraca,Bogota - San Andres,Vickers Viscount 837,Vickers Viscount,20,20,crashed shortly after leaving bogota after an explosion aboard.,Passenger
1/21/1972,10:30,Betania,Colombia,SATENA,Medellin - Buenaventura,Douglas C-47,Douglas,39,39,the aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.,Military
1/26/1972,16:10,Hermsdorf,Czech Republic,JAT Yugoslav Airlines,Stockholm - Belgrade,McDonnell Douglas DC-9-32,McDonnell Douglas,28,27,"the plane crashed after the detonation of a bomb in the forward cargo hold. a flight attendant,  22 year old vesna vulovic, fell 33,330 feet in the tail section and although she broke both legs and was temporarily paralyzed from the waist down, she survived. she was in a coma for 27 days and it took 16 months for her to recover. the bomb was believed to be placed on the plane by a croatian extremist group. on january 27, 1997, 25 years after the crash, vesna vulovireturned to the crash-site and was reunited with the firemen who pulled her from the wreckage and the medical team who looked after her in the hospital.",Passenger
2/1/1972,0:00,Tegal,Indonesia,PENAS,unknown,Douglas DC-6,Douglas,9,6,due to a compass error the aircraft became lost and crashed during a forced landing due to fuel starvation.,Passenger
2/4/1972,0:00,Pha Khao,Laos,Air America,Ban Xon - Pha Khao,de Havilland Canada C-7A Caribou,de Havilland Canada  Caribou,38,1,crashed while attempting to land. overloaded,Passenger
2/4/1972,19:00,BattleMountain,United States,Clarkes Thunder - Air Taxi,"Gallup, NM - Battle Mountain, NV",Beechcraft S35,Beechcraft,2,2,pilot flying too high and suffered hypoxia. pilot had emphysema and advanced arteriosclerosis. no oxygen aboard the aircraft.,Passenger
2/5/1972,0:00,Valledupar,Colombia,TAC Colombia,Bogota - Valledupar,Fairchild F-27,Fairchild,19,19,disappeared while en route. wreckage found 3 days later.,Passenger
2/11/1972,13:20,Vientiane,Laos,Royal Air Lao,Savannakhet - Vientiane,Douglas DC-4,Douglas,23,23,shot down while en route. aircraft not found.,Passenger
2/16/1972,2:55,Jackson,United States,Hankins Airways - Air Taxi,"Chicago, IL - Detroit, MI",Beechcraft D 18S,Beechcraft D,2,2,the aircraft failed to maintain flying speed after a engine failure for undetermined reasons. ice seen on aircraft before and after the accident.,Passenger
2/19/1972,0:00,Little Rock,United States,Military - U.S. Air Force,unknown,Lockheed C-130E Hercules,Lockheed  Hercules,7,5,midair collision with a t-37 trainer while on approach to little rock. both pilots on the trainer ejected safely.,Military
2/20/1972,10:32,Fairfield,United States,Sun Valley Airways - Air Taxi,"Hailey, ID - Boise, ID",Beechcraft 65-B80,Beechcraft,4,4,in-flight fire caused in-flight structural failure. left wing separated due to fire resulting from engine cylinder separation. excessive working hours may have contributed to the accident.,Passenger
2/22/1972,7:05,Molokai,United States,Alii Air Hawaii - Air Taxi,"Honolulu, HI - Lanai, HI",Beechcraft D 18S,Beechcraft D,8,8,flew into thunderstorm activity and crashed into ocean for reasons unknown. continued vfr flight into adverse weather conditions.,Passenger
3/3/1972,20:48,Albany,United States,Mohawk Airlines,"New York City - Albany, NY",Fairchild-Hiller FH-227-B,Fairchild-Hiller,48,16,"the aircraft was on final approach to albany county airport in light snow and two miles visibility, when the pilot reported a malfunctioning left propeller cruise pitch lock. the captain ordered the engine shut down but the crew was unsuccessful in feathering the prop and the plane began to lose altitude. the plane crashed 4 miles short of the runway into a two-family house killing one man. malfunction of the cruise pitch lock.  inability of the crew to feather the left propeller, in combination with the descent below the minimum approach altitude. the reason for the malfunction and inability to feather the prop remains undetermined.",Passenger
3/13/1972,0:00,Fort Worth,United States,Military - U.S. Air Force,unknown,Boeing KC-135A,Boeing,5,5,"while attempting to land the right wing struck the ground, the plane crashed and burned.",Military
3/14/1972,22:00,Al Fujayrah,United Arab Emirates,Sterling Airways,Colombo - Dubai,Aerospatiale Caravelle Super 10B,Aerospatiale Caravelle Super,112,112,"the aircraft struck a mountain ridge during approach, 50 miles e of dubai. incorrect information from an outdated flight plan.",Passenger
3/19/1972,0:00,Shamsam Mountains,South Yemen,EgyptAir,Cairo - Aden,McDonnell Douglas DC-9-32,McDonnell Douglas,22,22,"the aircraft crashed into shamsam mountain and exploded, during a visual approach, 4 miles sw of the airport.",Passenger
3/28/1972,0:00,Tchepone,Laos,Military - U.S. Air Force,unknown,Lockheed AC-130A Hercules,Lockheed  Hercules,14,14,struck by a surface-to-air missile.,Military
4/6/1972,0:00,San Fernando,Venezuela,AVENSA,unknown,Curtiss C-46F,Curtiss,2,2,the cargo plane crashed.,Cargo/Service
4/12/1972,21:26,Rio de Janeiro,Brazil,VASP,Sao Paulo - Rio de Janeiro,NAMC YS-11A-211,NAMC,25,25,"crashed in mountainous terrain,  50 miles north of rio de janeiro, while on approach.",Passenger
4/16/1972,22:10,Ardinello di Amaseno,Ardinello di Amaseno,Aero Transporti Italiani,Rome - Foggia,Fokker F-27 Friendship 200,Fokker  Friendship,18,18,crashed into high ground while en route in thunderstorm activity. loss of control due to downdrafts and updrafts in thunderstorm activity.,Passenger
4/17/1972,17:18,New York,United States,Helaire Helicopter,Sightseeing,Bell 47J-2,Bell,3,3,float equipped sightseeing helicopter encountered turbulence which led to the blades flapping and a steep nose down crash into the river.,Passenger
4/18/1972,9:39,Addis Ababa,Ethiopia,East African Airways,Addis Ababa - Rome,BAC Super VC-10 1154,BAC Super,107,43,the aircraft broke-up after overrunning the runway and an aborted takeoff. partial loss of braking power due to the incorrect reassembly and repairs of the braking system.,Passenger
4/20/1972,0:00,Moyobamba,Peru,SATCO,unknown,Douglas C-47D,Douglas,6,6,the cargo plane struck a mountain in poor weather conditions. the pilot elected to use a cruising altitude lower than stipulated in order to save time and continue flying in vfr conditions.,Cargo/Service
4/24/1972,12:23,Nyot Mo,Laos,Air America,"Long Tieng, Laos - Moung Cha, Laos",Pilatus PC6CH2,Pilatus,10,4,hit trees while flying through a mountain pass in rain and fog.,Passenger
4/26/1972,0:00,An Loc,Vietnam,Military - U.S. Air Force,unknown,Lockheed C-130E Hercules,Lockheed  Hercules,6,6,shot down by enemy fire.,Military
5/4/1972,0:00,Bratsk,Russia,Aeroflot,unknown,Yakovlev YAK-40,Yakovlev,18,18,crashed on approach. windshear.,Passenger
5/5/1972,22:24,Carini,Italy,Alitalia,Rome - Palermo,McDonnell Douglas DC-8-43,McDonnell Douglas,115,115,the plane cashed into mt. lunga during an approach to palermo. the crew's non-adherence to airport traffiregulations. the aircraft was named antonio pigafetta.,Passenger
5/8/1972,0:00,Cuidad,Venezuela,Aerotechnia,Ciudad - La Centella,Douglas C-47B,Douglas,7,7,struck a mountain while en route.,Passenger
5/10/1972,10:25,Gia Dinh,Vietnam,Military - U.S. Army,Bien Hoa - Vung Tau,Boeing Vertol CH47A (helicopter),Boeing Vertol,34,34,metal fatigue of the spar in a blade led to separation of the blade and loss of control of the aircraft.,Military
5/19/1972,12:29,Albuquerque,United States,Ross Aviation - Air Taxi,"Albuquerque, NM - Sante Fe, NM",Beechcraft 65-B80,Beechcraft,9,9,"forward cargo door was not secured, opened in flight. cargo damaged left propeller. open door created extra drag. pilot lost control and crashed.",Passenger
5/21/1972,0:00,Lobito,Angola,DTA Angola Airlines,Luanda - Lobito - Sa Da Bandeira,Fokker F-27 Friendship 200,Fokker  Friendship,25,22,overshot the runway in heavy fog and crashed into the ocean while landing.,Passenger
5/27/1972,0:00,Helgoland,Germany,General Air,unknown,de Havilland Canada DHC-6 Twin Otter,de Havilland Canada  Twin Otter,13,8,crashed after taking off this north sea island for another island.,Passenger
5/29/1972,6:04,Dulac,United States,Petrolium Helicopter,"Dulac, LA - Gulf oil platform",Bell 205A,Bell,11,11,crashed into the water after the fatigue failure of both tail rotor blade grips.,Passenger
5/29/1972,0:00,Cruzeiro do Sul Acre,Brazil,Amazonese Importacao e Exportacao,unknown,Lockheed 049 Constellation,Lockheed  Constellation,18,9,"cashed into trees shortly after taking off after two engines failed. refueling directly from the trucks, without allowing sufficient time for the fuel to settle.",Passenger
5/30/1972,6:24,Dallas/Ft. Worth,United States,Delta Air Lines,Training,McDonnell Douglas DC-9-14,McDonnell Douglas,4,4,while practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a dc-10. an encounter with a trailing vortex generated by a preceding 'heavy' jet which resulted in an involuntary loss of control of the airplane during final approach. although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. existing faa procedures for controlling vfr flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either ifr or vfr conditions.,Passenger
6/1/1972,11:05,Valdez,United States,Fairbanks Air - Air Taxi,"Fairbanks, AK - Valdez, AK",Cessna U206C,Cessna,2,2,flew into mountain pass in fog. wing caught ground in turnaround. continued vfr flight into adverse weather conditions.,Passenger
6/3/1972,9:30,Winfield,United States,Smyer Aircraft - Air Taxi,"Arkansas City, KS - White Plains, NY",Beechcraft E18S,Beechcraft,2,2,in flight engine fire caused left wing to separate.,Passenger
6/3/1972,0:00,Jesbel Musa,Morocco,Military - U.S. Navy,Rota - Souda Bay,Lockheed P-3A Orion,Lockheed  Orion,14,14,crashed into a mountain en route.,Military
6/5/1972,0:00,Pleiku,Vietnam,Air America,Siagon - Hue-Phu Bai - Pleiku,Curtiss C-46A,Curtiss,32,32,crashed on approach.,Passenger
6/13/1972,0:00,Santiago,Chile,Aerolineas Flecha Austral,unknown,Curtiss C-46D,Curtiss,3,3,on approach the aircraft struck el ovejero mountain.,Passenger
6/13/1972,0:00,an Loc,Vietnam,Military - Vietnamese Air Force,unknown,Boeing Vertol CH-47 (helicopter),Boeing Vertol,47,47,"shot down by enemy fire, 60 miles north of saigon, shortly after taking off.",Military
6/14/1972,20:20,New Delhi,India,Japan Air Lines,Bangkok - Delhi,McDonnell Douglas DC-8-53,McDonnell Douglas,87,82,the aircraft crashed short of the runway. indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway. japanese investigators claimed a false glide path signal was responsible for the descent into terrain.,Passenger
6/15/1972,14:00,Pleiku,Vietnam,Cathay PacifiAirways,Bangkok - Hong Kong,Convair CV-880-22M-21,Convair,81,81,"the plane crashed while en route from singapore to hong kong. detonation of an explosive device in the passenger cabin in a suitcase under a seat. a thai police lieutenant, accused of planting the bomb, was acquitted due to lack of sufficient evidence.",Passenger
6/18/1972,1:50,Smiley,United States,Air Central,"Harlingen, TX - Austin, TX",Cessna 182N,Cessna,5,5,mentally distrubed passenger in rear seat shot pilot twice.,Passenger
6/18/1972,23:55,Huê,Vietnam,Military - U.S. Air Force,unknown,Lockheed AC-130A Hercules,Lockheed  Hercules,15,12,struck by a surface-to-air missile while landing.,Military
6/18/1972,0:00,Kharkov,Russia,Aeroflot,unknown,Antonov AN-10A,Antonov,122,122,structural failure and separation of both wings due to a fatigue crack in the center wing section.,Passenger
